"","year","state","population","urban","sex_ratio"
"484",2024,"meghalaya",3379000,20.69,997.142857142857
"485",2024,"daman_&_diu",611000,96.11,2787.09677419355
"486",2024,"dadra_&_nagar_haveli",745000,71.04,1471.96261682243
"487",2024,"goa",1583000,76.83,1047.13804713805
"488",2024,"lakshadweep",69000,100,1029.41176470588
"489",2024,"puducherry",1683000,70.36,960.264900662252
"490",2024,"andaman_&_nicobar_islands",404000,NA,1142.85714285714
"491",2025,"india",1411016000,35.86,1076.42935701505
"492",2025,"himachal_pradesh",7542000,10.35,1169.44444444444
"493",2025,"punjab",31122000,42.55,1142.88025889968
"494",2025,"haryana",30936000,43.26,1145.55947419045
"495",2025,"nct_of_delhi",22146000,99.73,1152.09977589399
"496",2025,"rajasthan",82770000,26.9,1094.06452826639
"497",2025,"uttar_pradesh",240468000,24.31,1118.60414552834
"498",2025,"bihar",130429000,12.44,1117.34760475134
"499",2025,"assam",36382000,15.8,1057.24508050089
"500",2025,"west_bengal",100042000,37.63,1059.30302532961
"501",2025,"jharkhand",40461000,26.52,1098.9827856025
"502",2025,"odisha",44548000,19.27,1072.92924414393
"503",2025,"chhattisgarh",30867000,27.76,1045.8452722063
"504",2025,"madhya_pradesh",88641000,29.21,1089.40530944888
"505",2025,"gujarat",73227000,49.71,1136.32629107981
"506",2025,"maharashtra",128334000,49.07,1107.44880203453
"507",2025,"andhra_pradesh",53524000,37.69,1013.17233809001
"508",2025,"karnataka",68538000,45.37,1038.41363487381
"509",2025,"kerala",36063000,79.42,916.622055674518
"510",2025,"tamil_nadu",77317000,54.57,1000
"511",2025,"chandigarh",1255000,100,1217.31448763251
"512",2025,"uttarakhand",11874000,36.83,1131.09161793372
"513",2025,"sikkim",702000,53.16,1095.50561797753
"514",2025,"arunachal_pradesh",1590000,26.1,1128.20512820513
"515",2025,"nagaland",2274000,48.69,1100.56925996205
"516",2025,"manipur",3282000,32.97,974.452554744526
"517",2025,"mizoram",1261000,55.52,1000
"518",2025,"tripura",4222000,41.45,1027.80996523754
"519",2025,"meghalaya",3410000,20.74,997.175141242938
"520",2025,"daman_&_diu",658000,96.66,2901.84049079755
"521",2025,"dadra_&_nagar_haveli",790000,72.26,1461.20689655172
"522",2025,"goa",1591000,77.89,1044.55445544554
"523",2025,"lakshadweep",69000,99.63,1029.41176470588
"524",2025,"puducherry",1720000,70.47,961.165048543689
"525",2025,"andaman_&_nicobar_islands",405000,NA,1152.94117647059
"526",2026,"india",1423435000,36.19,1076.42765308302
"527",2026,"himachal_pradesh",7579000,10.38,1174.03314917127
"528",2026,"punjab",31318000,42.92,1143.01658163265
"529",2026,"haryana",31299000,43.84,1145.55972482802
"530",2026,"nct_of_delhi",22540000,99.8,1152.01377594949
"531",2026,"rajasthan",83642000,27.04,1094.17538660987
"532",2026,"uttar_pradesh",242859000,24.46,1118.56607811664
"533",2026,"bihar",132265000,12.52,1117.42133537989
"534",2026,"assam",36717000,15.93,1056.98206120295
"535",2026,"west_bengal",100522000,38.05,1059.27959941851
"536",2026,"jharkhand",40958000,26.69,1099.07834101382
"537",2026,"odisha",44677000,19.46,1072.94398092968
"538",2026,"chhattisgarh",31211000,28.08,1045.99579733831
"539",2026,"madhya_pradesh",89673000,29.32,1089.31977113795
"540",2026,"gujarat",74086000,50.2,1136.36624734333
"541",2026,"maharashtra",129308000,49.35,1107.43774357619
"542",2026,"andhra_pradesh",53709000,38.3,1013.2106859771
"543",2026,"karnataka",68962000,45.85,1038.42186694172
"544",2026,"kerala",36207000,81.38,916.547417718226
"545",2026,"tamil_nadu",77546000,55.02,1000
"546",2026,"chandigarh",1267000,100,1215.03496503496
"547",2026,"uttarakhand",11993000,37.3,1131.01476893759
"548",2026,"sikkim",708000,55.23,1090.90909090909
"549",2026,"arunachal_pradesh",1604000,26.3,1120.60301507538
"550",2026,"nagaland",2294000,50.13,1102.37659963437
"551",2026,"manipur",3311000,33.22,974.865350089767
"552",2026,"mizoram",1272000,55.73,1002.82485875706
"553",2026,"tripura",4260000,42.56,1027.96420581655
"554",2026,"meghalaya",3440000,20.78,997.206703910614
"555",2026,"daman_&_diu",705000,97.28,3011.69590643275
"556",2026,"dadra_&_nagar_haveli",836000,73.35,1461.84738955823
"557",2026,"goa",1599000,78.94,1045.38087520259
"558",2026,"lakshadweep",70000,100,1058.82352941176
"559",2026,"puducherry",1757000,70.63,960.505529225908
"560",2026,"andaman_&_nicobar_islands",406000,NA,1137.93103448276
"561",2027,"india",1433852000,36.53,1076.4284496668
"562",2027,"himachal_pradesh",7606000,10.4,1173.07692307692
"563",2027,"punjab",31472000,43.28,1142.83467044203
"564",2027,"haryana",31629000,44.42,1145.51839975569
"565",2027,"nct_of_delhi",22942000,99.86,1152.07589705054
"566",2027,"rajasthan",84353000,27.18,1094.08111070515
"567",2027,"uttar_pradesh",244680000,24.6,1118.58500527983
"568",2027,"bihar",134020000,12.59,1117.42566804667
"569",2027,"assam",37012000,16.05,1056.78670360111
"570",2027,"west_bengal",100851000,38.47,1059.28245409192
"571",2027,"jharkhand",41408000,26.86,1098.88658237403
"572",2027,"odisha",44743000,19.66,1073.06151308037
"573",2027,"chhattisgarh",31512000,28.4,1046.1925451635
"574",2027,"madhya_pradesh",90549000,29.43,1089.3053159793
"575",2027,"gujarat",74855000,50.69,1136.31756756757
"576",2027,"maharashtra",130137000,49.62,1107.44125326371
"577",2027,"andhra_pradesh",53802000,38.93,1013.16927809286
"578",2027,"karnataka",69300000,46.33,1038.47130523108
"579",2027,"kerala",36304000,83.27,916.571573475339
"580",2027,"tamil_nadu",77653000,55.48,1000
"581",2027,"chandigarh",1277000,100,1217.01388888889
"582",2027,"uttarakhand",12099000,37.76,1131.06343283582
"583",2027,"sikkim",714000,57.17,1092.30769230769
"584",2027,"arunachal_pradesh",1617000,26.53,1123.76237623762
"585",2027,"nagaland",2312000,51.59,1100.35211267606
"586",2027,"manipur",3338000,33.5,975.265017667845
"587",2027,"mizoram",1282000,55.99,1000
"588",2027,"tripura",4294000,43.69,1028.10810810811
"589",2027,"meghalaya",3468000,20.85,997.237569060773
"590",2027,"daman_&_diu",792000,97.66,3247.25274725275
"591",2027,"dadra_&_nagar_haveli",904000,74.32,1470.58823529412
"592",2027,"goa",1606000,79.91,1046.25199362041
"593",2027,"lakshadweep",70000,100,1058.82352941176
"594",2027,"puducherry",1798000,70.75,959.938366718028
"595",2027,"andaman_&_nicobar_islands",407000,NA,1147.72727272727
"596",2028,"india",1444268000,36.87,1076.42989181727
"597",2028,"himachal_pradesh",7632000,10.43,1174.86338797814
"598",2028,"punjab",31626000,43.65,1142.81279105868
"599",2028,"haryana",31958000,45,1145.60644487543
"600",2028,"nct_of_delhi",23345000,99.91,1152.05757519838
"601",2028,"rajasthan",85064000,27.32,1094.07100378447
"602",2028,"uttar_pradesh",246500000,24.74,1118.55222480809
"603",2028,"bihar",135775000,12.67,1117.27787349249
"604",2028,"assam",37308000,16.17,1056.93828844187
"605",2028,"west_bengal",101180000,38.9,1059.27902474755
"606",2028,"jharkhand",41858000,27.03,1098.86848451122
"607",2028,"odisha",44810000,19.86,1073.15936626281
"608",2028,"chhattisgarh",31814000,28.71,1045.91265397536
"609",2028,"madhya_pradesh",91426000,29.54,1089.28433268859
"610",2028,"gujarat",75624000,51.17,1136.42135482802
"611",2028,"maharashtra",130965000,49.89,1107.43774996775
"612",2028,"andhra_pradesh",53895000,39.55,1013.22251605591
"613",2028,"karnataka",69638000,46.82,1038.38699593623
"614",2028,"kerala",36402000,85.09,916.594480881079
"615",2028,"tamil_nadu",77761000,55.93,1000
"616",2028,"chandigarh",1287000,100,1215.14629948365
"617",2028,"uttarakhand",12205000,38.24,1131.0502283105
"618",2028,"sikkim",719000,59.23,1098.52216748768
"619",2028,"arunachal_pradesh",1630000,26.75,1126.82926829268
"620",2028,"nagaland",2331000,53.03,1102.04081632653
"621",2028,"manipur",3364000,33.77,975.652173913043
"622",2028,"mizoram",1293000,56.17,1000
"623",2028,"tripura",4328000,44.83,1027.16823406479
"624",2028,"meghalaya",3495000,20.89,1000
"625",2028,"daman_&_diu",878000,97.96,3479.16666666667
"626",2028,"dadra_&_nagar_haveli",973000,75.27,1464.64646464646
"627",2028,"goa",1613000,80.93,1045.45454545455
"628",2028,"lakshadweep",70000,100,1058.82352941176
"629",2028,"puducherry",1838000,70.87,959.398496240602
"630",2028,"andaman_&_nicobar_islands",408000,NA,1146.06741573034
"631",2029,"india",1454685000,37.2,1076.4278177458
"632",2029,"himachal_pradesh",7659000,10.46,1170.73170731707
"633",2029,"punjab",31779000,44.02,1142.76960784314
"634",2029,"haryana",32287000,45.58,1145.33527696793
"635",2029,"nct_of_delhi",23747000,99.95,1152.0536766706
"636",2029,"rajasthan",85775000,27.46,1094.15007112376
"637",2029,"uttar_pradesh",248321000,24.89,1118.54645183408
"638",2029,"bihar",137531000,12.75,1117.37712836614
"639",2029,"assam",37604000,16.29,1057.42108797851
"640",2029,"west_bengal",101509000,39.33,1059.31809975757
"641",2029,"jharkhand",42309000,27.2,1098.8509939814
"642",2029,"odisha",44876000,20.06,1073.00783049286
"643",2029,"chhattisgarh",32116000,29.03,1046.08294930876
"644",2029,"madhya_pradesh",92303000,29.64,1089.25708177445
"645",2029,"gujarat",76393000,51.65,1136.32180174327
"646",2029,"maharashtra",131794000,50.16,1107.42405406267
"647",2029,"andhra_pradesh",53989000,40.18,1013.0846325167
"648",2029,"karnataka",69976000,47.31,1038.36206896552
"649",2029,"kerala",36499000,86.84,916.611235411501
"650",2029,"tamil_nadu",77868000,56.38,1000
"651",2029,"chandigarh",1298000,100,1215.01706484642
"652",2029,"uttarakhand",12312000,38.7,1131.03756708408
"653",2029,"sikkim",725000,61.25,1094.33962264151
"654",2029,"arunachal_pradesh",1643000,26.96,1119.61722488038
"655",2029,"nagaland",2349000,54.45,1100.16420361248
"656",2029,"manipur",3391000,34.03,976.027397260274
"657",2029,"mizoram",1303000,56.42,1002.72479564033
"658",2029,"tripura",4362000,45.94,1028.34008097166
"659",2029,"meghalaya",3523000,20.92,997.289972899729
"660",2029,"daman_&_diu",964000,98.2,3665.02463054187
"661",2029,"dadra_&_nagar_haveli",1041000,76.18,1462.73291925466
"662",2029,"goa",1620000,81.94,1044.68412942989
"663",2029,"lakshadweep",70000,100,1058.82352941176
"664",2029,"puducherry",1879000,70.99,958.883994126285
"665",2029,"andaman_&_nicobar_islands",409000,NA,1155.55555555556
"666",2030,"india",1465102000,37.54,1076.42645987262
"667",2030,"himachal_pradesh",7685000,10.47,1169.81132075472
"668",2030,"punjab",31933000,44.39,1142.7059712774
"669",2030,"haryana",32616000,46.16,1145.50377654268
"670",2030,"nct_of_delhi",24150000,99.98,1152.06346376682
"671",2030,"rajasthan",86487000,27.6,1094.0350877193
"672",2030,"uttar_pradesh",250142000,25.03,1118.60048049267
"673",2030,"bihar",139286000,12.83,1117.20786916331
"674",2030,"assam",37900000,16.42,1056.85950413223
"675",2030,"west_bengal",101838000,39.76,1059.35004831409
"676",2030,"jharkhand",42759000,27.37,1098.81635581062
"677",2030,"odisha",44942000,20.26,1073.08743169399
"678",2030,"chhattisgarh",32417000,29.35,1046.23655913978
"679",2030,"madhya_pradesh",93180000,29.75,1089.30590097219
"680",2030,"gujarat",77162000,52.13,1136.37812002124
"681",2030,"maharashtra",132622000,50.44,1107.40390674228
"682",2030,"andhra_pradesh",54082000,40.82,1013.13269493844
"683",2030,"karnataka",70314000,47.79,1038.39621497028
"684",2030,"kerala",36597000,88.5,916.56311024321
"685",2030,"tamil_nadu",77975000,56.84,1000
"686",2030,"chandigarh",1308000,100,1216.94915254237
"687",2030,"uttarakhand",12418000,39.17,1131.46362839614
"688",2030,"sikkim",731000,63.24,1100
"689",2030,"arunachal_pradesh",1656000,27.24,1127.35849056604
"690",2030,"nagaland",2367000,55.88,1100
"691",2030,"manipur",3417000,34.3,973.063973063973
"692",2030,"mizoram",1313000,56.67,1000
"693",2030,"tripura",4396000,47.09,1027.42409402547
"694",2030,"meghalaya",3550000,20.99,997.319034852547
"695",2030,"daman_&_diu",1051000,98.51,3859.15492957746
"696",2030,"dadra_&_nagar_haveli",1109000,76.98,1468.20809248555
"697",2030,"goa",1626000,82.88,1045.52352048558
"698",2030,"lakshadweep",70000,100,1058.82352941176
"699",2030,"puducherry",1920000,71.1,958.393113342898
"700",2030,"andaman_&_nicobar_islands",410000,NA,1141.30434782609
"701",2031,"india",1475519000,37.88,1076.42950027866
"702",2031,"himachal_pradesh",7712000,10.5,1171.581769437
"703",2031,"punjab",32087000,44.75,1142.96373675571
"704",2031,"haryana",32946000,46.73,1145.624303233
"705",2031,"nct_of_delhi",24552000,100,1152.08625525947
"706",2031,"rajasthan",87198000,27.74,1094.00155803687
"707",2031,"uttar_pradesh",251963000,25.17,1118.5704742819
"708",2031,"bihar",141041000,12.9,1117.3938336242
"709",2031,"assam",38196000,16.54,1057.31032237056
"710",2031,"west_bengal",102167000,40.2,1059.37217932003
"711",2031,"jharkhand",43209000,27.54,1098.95925207268
"712",2031,"odisha",45008000,20.46,1072.92370020257
"713",2031,"chhattisgarh",32719000,29.67,1045.94309799789
"714",2031,"madhya_pradesh",94057000,29.86,1089.34682338938
"715",2031,"gujarat",77931000,52.61,1136.41100458524
"716",2031,"maharashtra",133451000,50.71,1107.40867615459
"717",2031,"andhra_pradesh",54175000,41.46,1013.1767658659
"718",2031,"karnataka",70652000,48.28,1038.42476395363
"719",2031,"kerala",36695000,90.07,916.555523340099
"720",2031,"tamil_nadu",78082000,57.3,1000
"721",2031,"chandigarh",1318000,100,1215.12605042017
"722",2031,"uttarakhand",12524000,39.64,1130.90128755365
"723",2031,"sikkim",736000,65.2,1096.06986899563
"724",2031,"arunachal_pradesh",1669000,27.45,1120.37037037037
"725",2031,"nagaland",2386000,57.3,1099.84639016897
"726",2031,"manipur",3444000,34.56,973.46600331675
"727",2031,"mizoram",1323000,56.91,1002.65957446809
"728",2031,"tripura",4430000,48.22,1028.49002849003
"729",2031,"meghalaya",3578000,21.02,1000
"730",2031,"daman_&_diu",1137000,98.67,4008.92857142857
"731",2031,"dadra_&_nagar_haveli",1178000,77.77,1469.00269541779
"732",2031,"goa",1633000,83.81,1046.33781763827
"733",2031,"lakshadweep",71000,100,1088.23529411765
"734",2031,"puducherry",1961000,71.25,959.326788218794
"735",2031,"andaman_&_nicobar_islands",410000,NA,1150.5376344086
"736",2032,"india",1484073000,38.21,1076.42908662207
"737",2032,"himachal_pradesh",7727000,10.52,1173.79679144385
"738",2032,"punjab",32201000,45.13,1142.89927739271
"739",2032,"haryana",33250000,47.31,1145.39007092199
"740",2032,"nct_of_delhi",24960000,100,1152.09518882566
"741",2032,"rajasthan",87871000,27.88,1094.00905905478
"742",2032,"uttar_pradesh",253369000,25.32,1118.56010568032
"743",2032,"bihar",142548000,12.98,1117.29030781554
"744",2032,"assam",38437000,16.66,1056.84007707129
"745",2032,"west_bengal",102320000,40.63,1059.2867756315
"746",2032,"jharkhand",43599000,27.71,1099.04430929626
"747",2032,"odisha",45012000,20.67,1072.86096256684
"748",2032,"chhattisgarh",32991000,29.99,1046.11248966088
"749",2032,"madhya_pradesh",94806000,29.97,1089.35137520224
"750",2032,"gujarat",78608000,53.09,1136.37061684157
"751",2032,"maharashtra",134114000,50.98,1107.41585501171
"752",2032,"andhra_pradesh",54191000,42.1,1013.1474455131
"753",2032,"karnataka",70911000,48.77,1038.42980077803
"754",2032,"kerala",36746000,91.55,916.590701914312
"755",2032,"tamil_nadu",78079000,57.76,1000
"756",2032,"chandigarh",1326000,100,1217.39130434783
"757",2032,"uttarakhand",12614000,40.11,1131.42375737152
"758",2032,"sikkim",741000,67.1,1097.04641350211
"759",2032,"arunachal_pradesh",1679000,27.64,1128.44036697248
"760",2032,"nagaland",2400000,58.7,1099.85096870343
"761",2032,"manipur",3465000,34.84,975.450081833061
"762",2032,"mizoram",1331000,57.1,1000
"763",2032,"tripura",4457000,49.34,1028.59778597786
"764",2032,"meghalaya",3599000,21.09,997.368421052632
"765",2032,"daman_&_diu",1303000,98.9,4415.96638655462
"766",2032,"dadra_&_nagar_haveli",1283000,78.42,1465.6862745098
"767",2032,"goa",1639000,84.73,1045.65537555228
"768",2032,"lakshadweep",71000,100,1088.23529411765
"769",2032,"puducherry",2005000,71.36,960.27397260274
"770",2032,"andaman_&_nicobar_islands",411000,NA,1148.93617021277
"771",2033,"india",1492627000,38.55,1076.42264101926
"772",2033,"himachal_pradesh",7741000,10.55,1172.87234042553
"773",2033,"punjab",32315000,45.5,1142.98207258417
"774",2033,"haryana",33555000,47.88,1145.56623931624
"775",2033,"nct_of_delhi",25368000,100,1152.0190023753
"776",2033,"rajasthan",88544000,28.03,1094.09282700422
"777",2033,"uttar_pradesh",254774000,25.46,1118.57488080465
"778",2033,"bihar",144055000,13.06,1117.41528762805
"779",2033,"assam",38677000,16.79,1057.35107731305
"780",2033,"west_bengal",102473000,41.07,1059.29840011742
"781",2033,"jharkhand",43988000,27.88,1098.93871961657
"782",2033,"odisha",45015000,20.88,1072.78341420379
"783",2033,"chhattisgarh",33264000,30.31,1046.06331168831
"784",2033,"madhya_pradesh",95556000,30.07,1089.27662668121
"785",2033,"gujarat",79285000,53.57,1136.31105075197
"786",2033,"maharashtra",134776000,51.25,1107.41633362824
"787",2033,"andhra_pradesh",54206000,42.75,1013.11674774149
"788",2033,"karnataka",71170000,49.26,1038.37209302326
"789",2033,"kerala",36796000,92.93,916.545230355341
"790",2033,"tamil_nadu",78076000,58.23,1000
"791",2033,"chandigarh",1335000,100,1217.60797342193
"792",2033,"uttarakhand",12704000,40.58,1131.4592806945
"793",2033,"sikkim",745000,69.11,1093.49593495935
"794",2033,"arunachal_pradesh",1689000,27.89,1121.62162162162
"795",2033,"nagaland",2415000,60.13,1101.3024602026
"796",2033,"manipur",3485000,35.09,975.767366720517
"797",2033,"mizoram",1339000,57.35,1000
"798",2033,"tripura",4484000,50.47,1027.77777777778
"799",2033,"meghalaya",3621000,21.13,997.389033942559
"800",2033,"daman_&_diu",1470000,99,4750.98814229249
"801",2033,"dadra_&_nagar_haveli",1388000,79.05,1465.16853932584
"802",2033,"goa",1645000,85.65,1044.99274310595
"803",2033,"lakshadweep",71000,100,1088.23529411765
"804",2033,"puducherry",2050000,71.47,958.55614973262
"805",2033,"andaman_&_nicobar_islands",412000,NA,1135.41666666667
"806",2034,"india",1501181000,38.89,1076.42492113901
"807",2034,"himachal_pradesh",7756000,10.57,1175.06631299735
"808",2034,"punjab",32430000,45.87,1142.73368860723
"809",2034,"haryana",33860000,48.45,1145.41650320387
"810",2034,"nct_of_delhi",25775000,100,1152.04141270769
"811",2034,"rajasthan",89217000,28.17,1094.16666666667
"812",2034,"uttar_pradesh",256179000,25.61,1118.5455484871
"813",2034,"bihar",145562000,13.13,1117.39949053051
"814",2034,"assam",38918000,16.91,1056.875
"815",2034,"west_bengal",102625000,41.52,1059.3523441276
"816",2034,"jharkhand",44377000,28.05,1098.81956155143
"817",2034,"odisha",45019000,21.09,1073.16007861979
"818",2034,"chhattisgarh",33536000,30.63,1046.00677155945
"819",2034,"madhya_pradesh",96305000,30.18,1089.34732604945
"820",2034,"gujarat",79962000,54.04,1136.39509590666
"821",2034,"maharashtra",135439000,51.53,1107.44051213915
"822",2034,"andhra_pradesh",54221000,43.41,1013.08587068081
"823",2034,"karnataka",71429000,49.76,1038.42844852309
"824",2034,"kerala",36847000,94.21,916.57464664311
"825",2034,"tamil_nadu",78073000,58.69,1000
"826",2034,"chandigarh",1343000,100,1216.17161716172
"827",2034,"uttarakhand",12794000,41.06,1131.03448275862
"828",2034,"sikkim",750000,70.96,1094.48818897638
"829",2034,"arunachal_pradesh",1699000,28.14,1124.44444444444
"830",2034,"nagaland",2429000,61.54,1102.67229254571
"831",2034,"manipur",3506000,35.36,974.522292993631
"832",2034,"mizoram",1347000,57.6,1000
"833",2034,"tripura",4511000,51.61,1027.87456445993
"834",2034,"meghalaya",3643000,21.17,997.40932642487
"835",2034,"daman_&_diu",1636000,99.14,5074.9063670412
"836",2034,"dadra_&_nagar_haveli",1493000,79.65,1466.80497925311
"837",2034,"goa",1651000,86.55,1047.27793696275
"838",2034,"lakshadweep",71000,100,1088.23529411765
"839",2034,"puducherry",2094000,71.62,960.78431372549
"840",2034,"andaman_&_nicobar_islands",412000,NA,1144.32989690722
"841",2035,"india",1509734000,39.24,1076.42477057145
"842",2035,"himachal_pradesh",7770000,10.6,1174.14248021108
"843",2035,"punjab",32544000,46.25,1142.79612756264
"844",2035,"haryana",34164000,49.02,1145.52908019472
"845",2035,"nct_of_delhi",26183000,100,1152.1453230314
"846",2035,"rajasthan",89890000,28.31,1094.05859117841
"847",2035,"uttar_pradesh",257585000,25.75,1118.54122756595
"848",2035,"bihar",147069000,13.21,1117.37140366173
"849",2035,"assam",39158000,17.04,1057.35430157262
"850",2035,"west_bengal",102778000,41.97,1059.3487394958
"851",2035,"jharkhand",44766000,28.21,1099.05268406182
"852",2035,"odisha",45022000,21.3,1072.84911370514
"853",2035,"chhattisgarh",33809000,30.95,1045.94330400782
"854",2035,"madhya_pradesh",97055000,30.29,1089.2616018762
"855",2035,"gujarat",80639000,54.52,1136.40781417047
"856",2035,"maharashtra",136101000,51.8,1107.39478718317
"857",2035,"andhra_pradesh",54236000,44.07,1013.22327971027
"858",2035,"karnataka",71689000,50.25,1038.47894975102
"859",2035,"kerala",36898000,95.38,916.566822786189
"860",2035,"tamil_nadu",78070000,59.16,1000
"861",2035,"chandigarh",1351000,100,1214.75409836066
"862",2035,"uttarakhand",12884000,41.52,1131.47410358566
"863",2035,"sikkim",754000,72.8,1095.41984732824
"864",2035,"arunachal_pradesh",1709000,28.38,1127.19298245614
"865",2035,"nagaland",2444000,62.94,1101.09289617486
"866",2035,"manipur",3527000,35.64,973.31240188383
"867",2035,"mizoram",1355000,57.85,1000
"868",2035,"tripura",4538000,52.76,1027.09568162574
"869",2035,"meghalaya",3664000,21.23,1000
"870",2035,"daman_&_diu",1802000,99.26,5343.97163120567
"871",2035,"dadra_&_nagar_haveli",1598000,80.18,1468.20809248555
"872",2035,"goa",1657000,87.4,1045.19774011299
"873",2035,"lakshadweep",71000,100,1088.23529411765
"874",2035,"puducherry",2139000,71.72,959.131545338442
"875",2035,"andaman_&_nicobar_islands",413000,NA,1142.85714285714
"876",2036,"india",1518288000,39.58,1076.4260118663
"877",2036,"himachal_pradesh",7785000,10.62,1170.60367454068
"878",2036,"punjab",32658000,46.63,1142.83703912187
"879",2036,"haryana",34469000,49.59,1145.60060248525
"880",2036,"nct_of_delhi",26591000,100,1152.07186791842
"881",2036,"rajasthan",90563000,28.45,1094.0344603381
"882",2036,"uttar_pradesh",258990000,25.9,1118.59267915232
"883",2036,"bihar",148576000,13.29,1117.22436722437
"884",2036,"assam",39399000,17.16,1057.19501064801
"885",2036,"west_bengal",102931000,42.41,1059.33962264151
"886",2036,"jharkhand",45155000,28.38,1098.91909597118
"887",2036,"odisha",45025000,21.51,1072.97239460732
"888",2036,"chhattisgarh",34081000,31.28,1046.06525911708
"889",2036,"madhya_pradesh",97804000,30.4,1089.39489774404
"890",2036,"gujarat",81316000,54.99,1136.4005542019
"891",2036,"maharashtra",136764000,52.08,1107.43557120454
"892",2036,"andhra_pradesh",54252000,44.74,1013.10442066849
"893",2036,"karnataka",71948000,50.75,1038.4679805706
"894",2036,"kerala",36949000,96.43,916.621839698763
"895",2036,"tamil_nadu",78067000,59.63,1000
"896",2036,"chandigarh",1360000,100,1214.98371335505
"897",2036,"uttarakhand",12974000,42,1131.01290574892
"898",2036,"sikkim",759000,74.61,1096.2962962963
"899",2036,"arunachal_pradesh",1719000,28.56,1125.54112554113
"900",2036,"nagaland",2458000,64.32,1102.39361702128
"901",2036,"manipur",3548000,35.91,975.193798449612
"902",2036,"mizoram",1363000,58.02,1002.53164556962
"903",2036,"tripura",4565000,53.89,1028.0296784831
"904",2036,"meghalaya",3686000,21.27,1000
"905",2036,"daman_&_diu",1969000,99.31,5604.72972972973
"906",2036,"dadra_&_nagar_haveli",1703000,80.7,1466.78635547576
"907",2036,"goa",1663000,88.23,1046.02510460251
"908",2036,"lakshadweep",71000,100,1088.23529411765
"909",2036,"puducherry",2184000,71.81,960
"910",2036,"andaman_&_nicobar_islands",413000,NA,1151.51515151515
