"","year","state","state_mpce","state_mpce_cphs"
"110",2018,"himachal_pradesh",3314.72851870968,3486.93111728321
"111",2018,"jammu_&_kashmir",3285.91731345694,3523.64525918828
"112",2018,"jharkhand",1943.12454766718,2149.66950841599
"113",2018,"karnataka",2721.91679020166,3026.23132148123
"114",2018,"kerala",3515.51571650263,3789.39355694234
"115",2018,"madhya_pradesh",1797.2797462534,1971.14536906509
"116",2018,"maharashtra",2874.02019532848,3271.65349165676
"117",2018,"meghalaya",1929.27555567113,2217.93617893241
"118",2018,"odisha",1569.20136399878,1709.89319293587
"119",2018,"puducherry",1935.42910272317,2101.52495888076
"120",2018,"punjab",4278.80326833937,4567.47171991389
"121",2018,"rajasthan",2683.26115741006,2890.51100380306
"122",2018,"tamil_nadu",2550.62490165407,2766.07610887354
"123",2018,"telangana",2563.40837695873,2839.1986922272
"124",2018,"tripura",2435.29514798048,2607.39113209165
"125",2018,"uttar_pradesh",1645.90809451115,1844.29435305431
"126",2018,"uttarakhand",4305.72814292421,4635.01058753678
"127",2018,"west_bengal",2008.59690133032,2200.9643087696
"128",2019,"andhra_pradesh",2546.60122710635,2729.43183084939
"129",2019,"assam",2257.10061456301,2457.85461621887
"130",2019,"bihar",1615.99708945389,1785.84397557091
"131",2019,"chandigarh",5034.62090413988,5570.2853186111
"132",2019,"chhattisgarh",1995.43329394899,2153.90805121977
"133",2019,"delhi",3779.83086117347,4400.51174816727
"134",2019,"goa",3952.12766400392,4229.81416360911
"135",2019,"gujarat",2446.03159157763,2625.12094895407
"136",2019,"haryana",3327.7286775019,3783.12466742953
"137",2019,"himachal_pradesh",3140.40484598673,3318.93765469627
"138",2019,"jammu_&_kashmir",3719.32057908817,3973.87604801257
"139",2019,"jharkhand",2022.28775270963,2182.70537300318
"140",2019,"karnataka",2473.6506436774,2672.81042379805
"141",2019,"kerala",3503.34235384,3741.92839237913
"142",2019,"madhya_pradesh",2119.50886635871,2304.86959347741
"143",2019,"maharashtra",2996.8502977007,3369.50597342682
"144",2019,"meghalaya",2929.28857311797,3315.21558040695
"145",2019,"odisha",1892.07746316848,2052.06370517596
"146",2019,"puducherry",2949.20303858928,3258.90668489176
"147",2019,"punjab",4094.06278686671,4348.10612242037
"148",2019,"rajasthan",2722.47171917402,2925.19977814223
"149",2019,"sikkim",2471.7264287299,2805.98034589756
"150",2019,"tamil_nadu",2756.86051906873,2986.33262232424
"151",2019,"telangana",2926.0582664271,3233.13981123966
"152",2019,"tripura",3007.86211922173,3234.86139192999
"153",2019,"uttar_pradesh",1646.96466705335,1854.13200286478
"154",2019,"uttarakhand",4790.65462007851,5146.46442243476
"155",2019,"west_bengal",2266.74697616523,2467.95458267734
"156",2020,"andhra_pradesh",1903.41806176119,2055.6797937716
"157",2020,"assam",1487.47743464493,1611.51246837587
"158",2020,"bihar",1204.38067533346,1314.30790385586
"159",2020,"chandigarh",3765.19001783749,4166.398919979
"160",2020,"chhattisgarh",1302.22130137906,1387.6302474164
"161",2020,"delhi",2894.61042975872,3402.19062485243
"162",2020,"goa",1998.47305548531,2257.48695709124
"163",2020,"gujarat",1938.57006021042,2062.57193314478
"164",2020,"haryana",2449.14952361482,2759.3250272089
"165",2020,"himachal_pradesh",1709.47449774594,1872.98943944508
"166",2020,"jammu_&_kashmir",2134.44009824262,2285.17409321926
"167",2020,"jharkhand",1340.97564570233,1448.59430149205
"168",2020,"karnataka",2119.28401467519,2217.18155751044
"169",2020,"kerala",1996.72060021151,2172.40299394831
"170",2020,"madhya_pradesh",1535.60049539651,1633.1249467409
"171",2020,"maharashtra",1647.41937170425,1783.14584042283
"172",2020,"meghalaya",2144.22476683738,2498.54545557478
"173",2020,"odisha",1314.18992935755,1384.22795272596
"174",2020,"puducherry",2330.52354829631,2501.09824271531
"175",2020,"punjab",2870.45917213516,3044.0645215086
"176",2020,"rajasthan",2282.68507282352,2482.92450547093
"177",2020,"sikkim",1954.5271029294,2138.06694719934
"178",2020,"tamil_nadu",1921.34386070932,2069.9841771771
"179",2020,"telangana",1966.57998660066,2137.51414068304
"180",2020,"tripura",1913.38104606004,2048.51107623383
"181",2020,"uttar_pradesh",1280.74485779837,1430.14411850803
"182",2020,"uttarakhand",2523.6686169811,2783.22837518646
"183",2020,"west_bengal",1399.89570176127,1510.74612550813
"184",2021,"andhra_pradesh",2288.79280204407,2429.72230152465
"185",2021,"assam",1635.83833572403,1790.76712668799
"186",2021,"bihar",1374.57806301693,1537.73430162065
"187",2021,"chandigarh",4509.7570913637,4889.17826802953
"188",2021,"chhattisgarh",1994.16013219877,2121.97278982769
"189",2021,"delhi",3365.65679320611,4021.56730386658
"190",2021,"goa",2635.94242558177,2949.30641228217
"191",2021,"gujarat",2319.49174113218,2499.39691930074
"192",2021,"haryana",2696.98658280053,3197.78158071008
"193",2021,"himachal_pradesh",1719.52864345212,1844.24433537907
"194",2021,"jammu_&_kashmir",3171.17080215896,3646.25521329712
"195",2021,"jharkhand",1728.98668635975,1851.09770785669
"196",2021,"karnataka",1883.13785455403,2005.90614852136
"197",2021,"kerala",2390.01782791745,2541.19273159556
"198",2021,"madhya_pradesh",1812.7337282761,1943.34489065418
"199",2021,"maharashtra",2234.05633203163,2469.97743859517
"200",2021,"meghalaya",3037.54940403797,3397.62565341268
"201",2021,"odisha",1349.94442922083,1442.08558268397
"202",2021,"puducherry",3146.78307613387,3362.03685803476
"203",2021,"punjab",3294.06613513397,3489.25994428287
"204",2021,"rajasthan",2357.39207778355,2520.82731643699
"205",2021,"sikkim",1781.29733867221,1924.58099400913
"206",2021,"tamil_nadu",2383.32576961453,2535.7593653018
"207",2021,"telangana",2440.37919224405,2609.96626911723
"208",2021,"tripura",2555.59242317521,2689.99333485763
"209",2021,"uttar_pradesh",1344.09969226141,1499.29946579871
"210",2021,"uttarakhand",4093.42545561359,4428.94964704061
"211",2021,"west_bengal",1621.34776596392,1780.95538564623
