"","year","state","micro","small","medium","msme_count"
"73",2016,"delhi",489.80947661549,575.700237917732,120.711340208557,1186.22105474178
"74",2016,"goa",76.5569620263291,155.506329115981,133.974683546076,366.037974688386
"75",2016,"gujarat",1986.2591478252,4462.6341892696,3551.19059762687,10000.0839347217
"76",2016,"haryana",525.814737291832,1528.81394715486,1224.87479265091,3279.50347709761
"77",2016,"himachal_pradesh",278.834331192785,625.079160036572,499.45050532334,1403.3639965527
"78",2016,"jammu_&_kashmir",58.4145021650433,212.628787880758,84.1168831176623,355.160173163463
"79",2016,"jharkhand",313.721861905844,524.05811022908,224.59633295532,1062.37630509024
"80",2016,"karnataka",1216.69006576106,2191.36821108463,1399.02781403588,4807.08609088157
"81",2016,"kerala",697.141972612545,1091.4849066156,461.240396021431,2249.86727524958
"82",2016,"madhya_pradesh",762.413062936127,867.746446631249,506.6034168194,2136.76292638678
"83",2016,"maharashtra",2860.58749669037,5649.36108132994,4372.66931153786,12882.6178895582
"84",2016,"manipur",8,4,1,13
"85",2016,"meghalaya",8,26,11,45
"86",2016,"nagaland",1,4,0,5
"87",2016,"odisha",438.797508450896,512.42125147957,226.761128528315,1177.97988845878
"88",2016,"puducherry",57.5719653179191,152.787138728324,106.286705202312,316.645809248555
"89",2016,"punjab",603.461262278886,1267.73645021378,902.852896277713,2774.05060877038
"90",2016,"rajasthan",1063.70069713083,1712.29868318621,911.280170407812,3687.27955072485
"91",2016,"sikkim",10,14,11,35
"92",2016,"tamil_nadu",1964.35597280353,3920.94769275012,3707.43073918452,9592.73440473816
"93",2016,"telangana",953.219638236397,1619.39018086752,1283.59689921606,3856.20671831997
"94",2016,"tripura",9,23,3,35
"95",2016,"uttar_pradesh",1957.69358393962,2745.34659517409,1480.52619954031,6183.56637865401
"96",2016,"uttarakhand",184.596607694669,810.020935257204,622.669154313361,1617.28669726523
"97",2016,"west_bengal",1644.72586675563,2486.57607343623,1266.67276468147,5397.97470487332
"98",2016,NA,NA,NA,NA,NA
"99",2017,"a_&_n_islands",3,3,0,6
"100",2017,"andhra_pradesh",699.232756572795,1046.40426508097,1349.56811758106,3095.20513923482
"101",2017,"arunachal_pradesh",25,17,3,45
"102",2017,"assam",472.627573235132,926.094569176948,338.503532181919,1737.225674594
"103",2017,"bihar",243.784237547395,319.181424417723,75.3971868703282,638.362848835445
"104",2017,"chandigarh",54.8644067818644,48.5338983070339,14.7711864412712,118.169491530169
"105",2017,"chhattisgarh",394.528220501187,537.42820587957,301.332577863112,1233.28900424387
"106",2017,"dadra_and_nagar_haveli",37.6896449757949,236.416863939077,359.764792950769,633.871301865641
"107",2017,"daman_and_diu",54.7417061737678,311.606635142986,298.97393371827,665.322275035024
"108",2017,"delhi",424.967681215419,569.401141497783,149.988593370148,1144.35741608335
"109",2017,"goa",71.9506369415605,143.901273883121,123.343949042675,339.195859867357
"110",2017,"gujarat",2102.05398827652,4416.35420449553,3567.36929272559,10085.7774854976
"111",2017,"haryana",588.786830416481,1643.45838587124,1289.04301222249,3521.28822851022
"112",2017,"himachal_pradesh",192.133254371994,555.051623741316,491.007205617318,1238.19208373063
"113",2017,"jammu_&_kashmir",44.6735112936345,187.203285420945,85.0924024640657,316.969199178645
"114",2017,"jharkhand",341.835888372918,504.292548193711,236.915962238656,1083.04439880529
"115",2017,"karnataka",1196.60054913254,2192.14626345149,1413.86948352788,4802.61629611192
"116",2017,"kerala",579.963476726998,1022.65749150678,456.420960974501,2059.04192920828
"117",2017,"madhya_pradesh",521.248895297533,910.350183336537,513.907361560948,1945.50644019502
"118",2017,"maharashtra",2492.17617709187,5016.48643096574,4091.73911023967,11600.4017182973
"119",2017,"manipur",11,4,1,16
"120",2017,"meghalaya",13,30,12,55
"121",2017,"nagaland",1,4,0,5
"122",2017,"odisha",458.266252954196,584.583232935161,226.195522291494,1269.04500818085
"123",2017,"puducherry",86.6474358871154,138.223290581827,99.0256410138461,323.896367482788
"124",2017,"punjab",698.273914003543,1311.50164617332,939.98411500477,2949.75967518164
"125",2017,"rajasthan",926.764143030362,1660.99629860019,1031.18827182252,3618.94871345307
"126",2017,"sikkim",7,17,12,36
"127",2017,"tamil_nadu",1876.02264349961,3922.25641441732,3678.04044899134,9476.31950690827
"128",2017,"telangana",774.556676618967,1443.49198824444,1175.03768555264,3393.08635041604
"129",2017,"tripura",9,21,3,33
"130",2017,"uttar_pradesh",1921.70070785121,2682.89384537668,1509.90769902595,6114.50225225384
"131",2017,"uttarakhand",190.345747610066,735.308230493679,597.112002776782,1522.76598088053
"132",2017,"west_bengal",1721.64687992935,2654.35921530864,1216.58130701646,5592.58740225445
"133",2018,"a_&_n_islands",3,4,0,7
"134",2018,"andhra_pradesh",713.790145022081,1187.87464432779,1534.11613258477,3435.78092193464
"135",2018,"arunachal_pradesh",28,17,3,48
"136",2018,"assam",652.990403016057,947.996219607067,351.35524223199,1952.34186485511
"137",2018,"bihar",242.32515110021,388.24137111754,88.5919907248078,719.158512942558
"138",2018,"chandigarh",36.8283185539823,34.6619468743363,15.1646017575221,86.6548671858407
"139",2018,"chhattisgarh",244.462111383368,609.330934343619,364.868822960251,1218.66186868724
"140",2018,"dadra_and_nagar_haveli",43.9546982234763,210.982551472686,342.846646143115,597.783895839278
"141",2018,"daman_and_diu",134.862396108314,298.331967148694,273.811531492637,707.005894749644
"142",2018,"delhi",411.476262007576,571.028281969697,125.962121022727,1108.466665
"143",2018,"goa",65.4090908818182,161.342424175152,139.539393881212,366.290908938182
"144",2018,"gujarat",1887.81757021311,4709.21669593642,4068.92846096261,10665.9627271121
"145",2018,"haryana",598.459631788528,1725.86085732954,1490.10403268558,3814.42452180365
"146",2018,"himachal_pradesh",187.938099216199,592.977106147664,534.651489149533,1315.5666945134
"147",2018,"jammu_&_kashmir",46.5297741047228,169.199178562628,93.0595482094456,308.788500876797
"148",2018,"jharkhand",298.970105046503,489.878726341259,237.735264253846,1026.58409564161
"149",2018,"karnataka",1264.03499794295,2295.4042132975,1600.87948915302,5160.31870039346
"150",2018,"kerala",758.743650066651,1121.46012668388,462.648567113811,2342.85234386434
"151",2018,"madhya_pradesh",556.051142894054,904.846859800324,561.106153284,2022.00415597838
"152",2018,"maharashtra",2349.07351961566,5206.98544006013,4437.98905986021,11994.048019536
"153",2018,"manipur",7,4,1,12
"154",2018,"meghalaya",11,37,12,60
"155",2018,"nagaland",1,4,0,5
"156",2018,"odisha",372.888122872892,538.282048340707,237.565820217407,1148.73599143101
"157",2018,"puducherry",50.6805194103896,139.371428378571,101.361038820779,291.41298660974
"158",2018,"punjab",707.405522953463,1376.04909944372,1056.26304112229,3139.71766351948
"159",2018,"rajasthan",838.296105503483,1718.3330959283,1147.87433533672,3704.50353676851
"160",2018,"sikkim",12,22,15,49
"161",2018,"tamil_nadu",2142.03393011154,4217.25212295355,4044.31727355005,10403.6033266151
"162",2018,"telangana",863.172106537458,1721.72831945707,1440.15880876838,4025.05923476291
"163",2018,"tripura",24,18,3,45
"164",2018,"uttar_pradesh",1850.07790698462,2770.48394418231,1646.22959002137,6266.79144118831
"165",2018,"uttarakhand",154.50720238432,699.08176816512,610.43009466592,1464.01906521536
"166",2018,"west_bengal",1555.20160279898,2568.61618106397,1251.17722931948,5374.99501318242
"167",2019,"a_&_n_islands",3,4,0,7
"168",2019,"andhra_pradesh",757.592055837564,1186.52285215736,1637.7357677665,3581.85067576142
"169",2019,"arunachal_pradesh",19,16,2,37
"170",2019,"assam",476.332413591095,1078.63703573521,436.966098418278,1991.93554774458
"171",2019,"bihar",238.140785153462,370.153611705924,95.774011420414,704.0684082798
"172",2019,"chandigarh",34.2078947368421,36.4884210526316,11.4026315789474,82.0989473684211
"173",2019,"chhattisgarh",348.549919517103,596.984436619718,404.169587525151,1349.70394366197
"174",2019,"dadra_and_nagar_haveli",53.6249874055416,241.312443324937,372.023350125945,666.960780856423
"175",2019,"daman_and_diu",74.4648571428571,302.239714285714,289.098857142857,665.803428571429
"176",2019,"delhi",399.819331016507,553.823814074718,124.388236316247,1078.03138140747
"177",2019,"goa",66.2557910447761,173.119970149254,149.609850746269,388.985611940298
"178",2019,"gujarat",2313.59050923077,5072.26376615385,4358.45181230769,11744.3060876923
"179",2019,"haryana",760.694993662864,2150.93067173638,1636.80577946768,4548.43144486692
"180",2019,"himachal_pradesh",198.401319587629,511.503402061856,558.003711340206,1267.90843298969
"181",2019,"jammu_&_kashmir",52.1639839034205,164.838189134809,89.7220523138833,306.724225352113
"182",2019,"jharkhand",233.160665083135,502.752684085511,295.093966745843,1031.00731591449
"183",2019,"karnataka",1268.46400370468,2340.661370733,1733.6886239746,5342.81399841228
"184",2019,"kerala",642.291795386158,1164.63753259779,530.084192577733,2337.01352056169
"185",2019,"madhya_pradesh",463.055425867508,867.912628811777,584.512586750789,1915.48064143007
"186",2019,"maharashtra",2630.19713459592,5610.2016322105,5043.4251452942,13283.8239121006
"187",2019,"manipur",8,4,1,13
"188",2019,"meghalaya",11,39,13,63
"189",2019,"nagaland",1,4,0,5
"190",2019,"odisha",334.651881818182,581.872190909091,247.220309090909,1163.74438181818
"191",2019,"puducherry",69.2942946708464,150.962570532915,123.739811912226,343.996677115987
"192",2019,"punjab",603.750782576597,1421.21865633075,1207.50156515319,3232.47100406054
"193",2019,"rajasthan",844.870595369349,1846.59480338111,1251.2640463065,3942.72944505696
"194",2019,"sikkim",9,24,11,44
"195",2019,"tamil_nadu",2169.99408809135,4314.7556867863,4293.72861228929,10778.4783871669
"196",2019,"telangana",901.997637239165,1744.22434670947,1809.42899518459,4455.65097913323
"197",2019,"tripura",9,17,3,29
"198",2019,"uttar_pradesh",1793.64801691007,2952.31845119139,1767.46337432744,6513.4298424289
"199",2019,"uttarakhand",141.375774424146,678.080103256553,659.753613979349,1479.20949166005
"200",2019,"west_bengal",1258.17910271547,2504.18227863046,1343.41059031877,5105.7719716647
"201",2020,"a_&_n_islands",3,4,0,7
"202",2020,"andhra_pradesh",934.691638646055,1350.11014471097,1846.30447139962,4131.10625475664
"203",2020,"arunachal_pradesh",10,11,2,23
"204",2020,"assam",697.288895151476,1187.50411840948,418.373337090886,2303.16635065184
"205",2020,"bihar",341.980369224989,365.475203751897,112.253098295225,819.708671272112
"206",2020,"chandigarh",33.7689655172414,53.0655172413793,16.8844827586207,103.718965517241
"207",2020,"chhattisgarh",481.52066545881,614.223211057695,409.48214070513,1505.22601722164
"208",2020,"dadra_and_nagar_haveli",62.3525341183879,202.645735884761,352.291817768892,617.29008777204
"209",2020,"daman_and_diu",88.9177577679255,275.221631186436,313.329241658404,677.468630612766
"210",2020,"delhi",396.999579053124,588.036970477184,119.398369640037,1104.43491917035
"211",2020,"goa",61.7325227972644,146.100303953526,141.984802433708,349.817629184499
"212",2020,"gujarat",2070.64196379861,5087.86311104802,4813.18611585025,11971.6911906969
"213",2020,"haryana",712.941578844497,2167.72777351367,1798.41118987801,4679.08054223618
"214",2020,"himachal_pradesh",213.983462576868,505.779093363507,570.622566871649,1290.38512281203
"215",2020,"jammu_&_kashmir",61.05882353,160.788235295667,87.5176470596667,309.364705885333
"216",2020,"jharkhand",227.566842281898,524.560856785393,300.851079626917,1052.97877869421
"217",2020,"karnataka",1180.91018612766,2312.17249656226,1769.59214077388,5262.67482346379
"218",2020,"kerala",669.79242298404,1141.69163008643,544.206343674533,2355.69039674501
"219",2020,"madhya_pradesh",512.115630318389,965.855385678206,655.401868853068,2133.37288484966
"220",2020,"maharashtra",2256.94643992277,5368.09895358255,4882.3739312615,12507.4193247668
"221",2020,"manipur",5,5,1,11
"222",2020,"meghalaya",20,38,14,72
"223",2020,"mizoram",0,1,0,1
"224",2020,"nagaland",1,4,0,5
"225",2020,"odisha",332.567680945798,594.101488291523,293.821931709395,1220.49110094672
"226",2020,"puducherry",62.3430420675728,133.592233001942,111.326860834951,307.262135904466
"227",2020,"punjab",805.977596505771,1394.3906884333,1132.32435337314,3332.6926383122
"228",2020,"rajasthan",889.266991102217,1871.01774927906,1316.11514683128,4076.39988721256
"229",2020,"sikkim",5,24,14,43
"230",2020,"tamil_nadu",2604.99960299087,4303.37729690932,4065.44032529755,10973.8172251977
"231",2020,"telangana",785.306459864785,1857.6559705767,1727.67421170253,4370.63664214401
"232",2020,"tripura",3,9,4,16
"233",2020,"uttar_pradesh",2013.96595514814,3117.46487306477,1746.93852020038,6878.36934841329
"234",2020,"uttarakhand",142.0652206038,645.751002744543,638.001990711609,1425.81821405995
"235",2020,"west_bengal",1430.04034340312,2660.04528162783,1468.34499545856,5558.43062048951
